Date,R_Open,R_High,R_Low,R_Close,R_Vol,N_Open,N_High,N_Low,N_Close,N_Vol,C_Open,C_High,C_Low,C_Close,C_Vol,FX_Open,FX_High,FX_Low,FX_Close,FX_Vol,RSI_14,RSI_7,EMA_12,EMA_26,SMA_20,SMA_50,MACD_MACD_12_26_9,MACD_MACDh_12_26_9,MACD_MACDs_12_26_9,BB_BBL_20_2.0_2.0,BB_BBM_20_2.0_2.0,BB_BBU_20_2.0_2.0,BB_BBB_20_2.0_2.0,BB_BBP_20_2.0_2.0,STOCH_STOCHk_14_3_3,STOCH_STOCHd_14_3_3,STOCH_STOCHh_14_3_3,ADX_ADX_14,ADX_ADXR_14_2,ADX_DMP_14,ADX_DMN_14,ATR_14,OBV,ROC_10,Target,R_return_1d,R_return_2d,R_return_3d,R_return_5d,R_return_10d,R_vol_5d,R_vol_20d,R_mom_10d,Nifty_return,Crude_return,FX_return
2018-04-04,399.63,402.77,394.05,395.31,14214534.0,10274.6,10279.85,10111.3,10128.4,231100.0,63.59,63.64,62.06,63.37,760596.0,64.99,65.2,64.9,64.9,0.0,44.88311278425509,45.09816328494648,397.2649459426792,401.0612101420559,399.401,407.21240000000006,-3.796264199376651,-0.1367965033554457,-3.659467696021205,387.0610249083247,399.401,411.7409750916752,6.179240959174006,0.3342379150035807,28.898609304886705,22.78629885479028,6.112310450096427,16.903009483186448,17.310554843221716,20.976369709637822,23.97948329820365,7.812848354087437,66234070.0,-0.0657279369011782,401.18,-0.005159049728206244,0.002205658655308751,0.013823348379154554,-0.006858607175158293,-0.0006572793690118317,0.011937058171642496,,-0.0006572793690118317,-0.0113811615422158,-0.0022043772634230407,-0.003684372121584234
2018-04-05,399.81,401.98,399.1,401.18,8527915.0,10228.45,10331.8,10227.45,10325.15,236800.0,63.6,64.12,63.07,63.54,588597.0,65.04,65.2,64.83,65.0,0.0,50.32784231305175,56.26231392637023,397.8672619514978,401.0700093907925,399.3425,407.0684,-3.202747439294626,0.3653762053812639,-3.56812364467589,387.0503889226932,399.3425,411.6346110773069,6.15617475090022,0.5747430603434868,40.20018227706974,30.021163707952955,10.179018569116788,16.172804467581575,16.931094291478942,19.68426060611743,22.502387447195257,7.731216328795479,74761985.0,2.068439129881693,402.42,0.014849105765095683,0.009613448761828014,0.01708751647905893,0.009334037789015426,0.02068439129881683,0.013949269634228488,,0.02068439129881683,0.019425575609178125,0.0026826574088685273,0.0015408320493064398
2018-04-06,401.09,405.73,399.77,402.42,9664888.0,10322.75,10350.45,10290.85,10331.6,200200.0,63.7,63.79,61.81,62.06,753262.0,64.88,65.02,64.82,64.86,0.0,51.4195870274119,58.34962924027936,398.56768318972894,401.1700086951782,399.81200000000007,406.9916,-2.602325505449244,0.772638511381317,-3.374964016830561,387.8214711059978,399.81200000000007,411.8025288940023,5.998083546267864,0.6087525005383412,55.40606795213112,41.50161984469585,13.904448107435272,15.15939110933791,16.031200296262178,22.103632364251325,21.24319036805376,7.604700876738661,84426873.0,1.572477851535884,404.63,0.0030908818983996778,0.017985884495712368,0.012734044694986846,0.032057858022158436,0.015724778515358917,0.007808699907048897,,0.015724778515358917,0.0006246882611875559,-0.023292414227258362,-0.002153846153846173
2018-04-09,403.1,405.95,403.1,404.63,7813897.0,10333.7,10397.7,10328.5,10379.35,221600.0,62.0,63.61,61.93,63.42,655831.0,64.92,65.21,64.81,64.9,0.0,53.38602166010271,62.10955555484576,399.500347314386,401.4263043473872,399.9125,406.8566,-1.9259570330012248,1.159205587063469,-3.085162620064694,387.7899071298775,399.9125,412.03509287012247,6.062622633762388,0.6945747106473747,76.63499121539797,57.41374714819961,19.221244067198363,14.254109013344102,15.213456740462838,21.55666565123431,20.51109593499102,7.31365081411447,92240770.0,0.8649915245787143,405.09,0.005491774762685697,0.008599631088289428,0.02357643368495599,0.02583409390528346,0.008649915245787065,0.007241898739757238,,0.008649915245787065,0.00462174300205187,0.02191427650660649,0.0006167129201357646
2018-04-10,405.69,408.12,403.81,405.09,8455132.0,10412.9,10424.85,10381.5,10402.25,251700.0,63.3,65.86,63.2,65.51,840280.0,64.95,65.21,64.82,64.87,0.0,53.80516442989326,62.92235784470187,400.3602938814035,401.6976892105437,400.00000000000006,406.3756,-1.3373953291402358,1.3982138327395668,-2.735609161879802,387.74866194203537,400.00000000000006,412.2513380579648,6.125669028982343,0.7077324115911923,85.75374844014962,72.59826920255958,13.155479237590043,13.771810938500773,14.46560102391934,22.804767313668187,19.6219426964266,7.099104327392008,100695902.0,2.590791672998015,411.19,0.001136841064676375,0.006634859102430113,0.009746248566728122,0.019453392389772395,0.02590791672998005,0.007293338214225265,,0.02590791672998005,0.002206303862958725,0.032954903815830994,-0.00046224961479202076
2018-04-11,407.19,412.02,404.65,411.19,13140816.0,10428.15,10428.15,10355.6,10417.15,250400.0,65.59,67.45,65.15,66.82,963017.0,64.94,65.42,64.93,64.93,0.0,59.06205067928914,72.16131141781945,402.02640251503374,402.4008233430961,400.0125,405.9128,-0.3744208280623411,1.8889506670539693,-2.2633714951163104,387.71374546314127,400.0125,412.3112545368587,6.149185106394787,0.954415931568584,91.05271841405208,84.48048602319989,6.572232390852179,13.922240503357576,14.08817475835084,25.03091422774508,18.17133652368846,7.11845401829258,113836718.0,3.303688071550592,410.24,0.015058382087931088,0.01621234213973266,0.02179315143382521,0.04017100503402382,0.03303688071550592,0.006599181094595752,,0.03303688071550592,0.0014323824172655097,0.019996947030987533,0.0009249267766302527
2018-04-12,410.74,413.75,408.25,410.24,10822592.0,10410.65,10469.9,10395.25,10458.65,238600.0,66.75,67.33,66.0,67.07,687468.0,65.25,65.44,65.18,65.19,0.0,57.95590756843388,69.03576896124149,403.2900328973362,402.98150309545935,399.943,405.58019999999993,0.3085298018768867,2.057521037594558,-1.7489912357176711,387.9077813305674,399.943,411.9782186694327,6.018466966259017,0.9277861617152228,88.93201311531479,88.57949332317216,0.3525197921426297,14.31107186885087,14.041441403675822,25.39116288757896,17.152255664448408,7.002850159843111,103014126.0,3.2128210934158505,414.72,-0.002310367470025998,0.012713224221778008,0.013864518201814002,0.02258337903185592,0.03212821093415852,0.006560114239294442,,0.03212821093415852,0.00398381515097701,0.0037413947919784363,0.004004312336362004
2018-04-13,412.0,415.98,410.24,414.72,12616816.0,10495.3,10519.9,10451.45,10480.6,213100.0,67.18,67.76,66.7,67.39,624203.0,65.28,65.45,65.18,65.28,0.0,61.6075459420994,74.99454369705732,405.0484893746691,403.8510213846846,400.1595,405.3412,1.197467989984489,2.357167380561728,-1.1596993905772393,387.2118052651302,400.1595,413.1071947348699,6.471266949738719,1.0622815604690865,92.59747968012414,90.86073706983032,1.7367426102938168,14.985604119705089,14.453922311531333,26.189199473334213,16.135232406616378,6.912646576997176,115630942.0,6.360279031596227,413.92,0.010920436817472678,0.00858483912546526,0.023772495001110894,0.03056508125838686,0.06360279031596217,0.007057232990749645,,0.06360279031596217,0.002098741233333312,0.004771134635455532,0.0013805798435342354
2018-04-16,412.78,415.23,410.15,413.92,8934275.0,10398.3,10540.15,10396.35,10528.35,195000.0,67.24,67.74,66.13,66.22,560076.0,65.25,65.67,65.21,65.2,0.0,60.59545511638391,72.10377441965692,406.4133371631816,404.5968716524857,400.717,405.0986,1.8164655106958207,2.380931921018448,-0.5644664103226273,386.4074608923386,400.717,415.0265391076615,7.1419675769490505,0.9613356132808974,91.26593697736354,90.93180992426748,0.3341270530960543,15.591094226819925,14.951083047835397,24.78834299363848,15.3669266574172,6.781743250068809,106696667.0,4.938647196024749,417.1,-0.0019290123456789932,0.008970358814352597,0.006639266519127496,0.022959246719225,0.04938647196024748,0.007932484899653385,,0.04938647196024748,0.0045560368681183405,-0.017361626354058468,-0.001225490196078427
2018-04-17,415.23,418.41,413.46,417.1,9599816.0,10557.3,10560.45,10495.65,10548.7,206100.0,66.42,66.75,65.56,66.52,486076.0,65.46,65.93,65.38,65.43,0.0,63.18449174899692,76.33423980228075,408.0574391380767,405.52302930785714,401.693,405.0442,2.534409830219545,2.4791009924337377,0.055308837785807,385.7184530086467,401.693,417.6675469913534,7.953609842020323,0.982235897153748,94.46957436841656,92.7776636753014,1.6919106931151615,16.60381610528235,15.794710112493718,26.885215424820792,14.550218123343024,6.650904446492469,116296483.0,4.967787396819007,414.34,0.0076826439891766185,0.005738811728394966,0.016721918876755115,0.02964773260263165,0.04967787396819001,0.007761458013660441,,0.04967787396819001,0.0019328764716219915,0.0045303533675626895,0.0035276073619632253
2018-04-18,417.55,418.85,413.04,414.34,7360987.0,10578.9,10594.2,10509.7,10526.2,205400.0,66.68,68.91,66.56,68.47,221664.0,65.67,65.91,65.57,65.68,0.0,59.52867243979336,66.17288693406549,409.023986962988,406.17613824801583,402.6315,404.8382,2.8478487149721445,2.23403190174907,0.6138168132230747,385.9804431029294,402.6315,419.2825568970706,8.271114851704642,0.8515842889846779,91.02080338278702,92.25210490952236,-1.2313015267353506,17.605047819090604,16.598071022955263,25.66951374860677,13.634276511907744,6.590839843171579,108935496.0,4.813943487389636,416.24,-0.006617118197075111,0.0010146888287589917,-0.0009162808641977049,0.007660692137454683,0.04813943487389638,0.007401388208687431,0.009623063202226183,0.04813943487389638,-0.0021329642515190983,0.02931449188214086,0.003820877273422063
2018-04-19,414.83,417.44,413.02,416.24,9802587.0,10563.65,10572.2,10546.2,10565.3,262600.0,68.75,69.56,67.98,68.29,125993.0,65.71,66.13,65.71,66.01,0.0,61.19327449650356,69.44008592025845,410.134142814836,406.9216094889035,403.79100000000005,404.8244,3.2125333259324407,2.0789732101674927,1.133560115764948,386.7247428640142,403.79100000000005,420.8572571359859,8.45301511721947,0.8647255488067752,90.41138558256368,91.96725444458907,-1.5558688620254202,18.52922655231066,17.566521328796505,24.41056806790789,12.987783749808932,6.43577985437361,118738083.0,3.753925918540306,409.88,0.004585606024038347,-0.0020618556701030855,0.005604947816003181,0.014625585023400944,0.03753925918540313,0.0071402589674907,0.0094090921655558,0.03753925918540313,0.003714540859949267,-0.0026288885643346305,0.005024360535931693
2018-04-20,414.34,416.04,406.92,409.88,7326696.0,10560.35,10582.35,10527.45,10564.05,244600.0,68.26,68.62,67.5,68.38,724906.0,65.86,66.35,65.86,66.11,0.0,53.29174579444118,50.42154790429221,410.0950439202458,407.1407495267625,404.4755,405.0324,2.9542943934832806,1.4565874221746662,1.4977069713086144,387.59573138721794,404.4755,421.3552686127821,8.346497433234928,0.6600880949252903,81.13061069537686,87.52093322024251,-6.3903225248656526,17.86641730366946,17.735732561380033,21.96439631011399,18.2450627354584,6.64179557906121,111411387.0,1.853784603150932,413.46,-0.015279646357870491,-0.010764106772215953,-0.01730999760249352,-0.011670524691358097,0.01853784603150932,0.009142079227491396,0.010157196764527103,0.01853784603150932,-0.00011831183212973606,0.001317908917850108,0.0015149219815178139
2018-04-23,410.81,417.15,410.15,413.46,7674482.0,10592.8,10638.35,10514.95,10584.7,194200.0,68.22,69.03,67.14,68.64,740941.0,66.2,66.78,66.14,66.2,0.0,56.68239210128192,57.97945074931113,410.6127294709772,407.6088421544097,405.0905,405.3314,3.0038873165675,1.2049442762071083,1.7989430403603914,387.8274241320945,405.0905,422.35357586790553,8.523071199105145,0.7424104506068944,78.87547702729339,83.47249110174464,-4.597014074451252,17.45173449440588,17.990480523358272,21.44447560630358,16.828434299995752,6.68666732341398,119085869.0,2.182240565454856,428.5,0.008734263686932753,-0.006678839131270542,-0.002123859632186087,-0.0011113258600696785,0.021822405654548627,0.010409515749572442,0.009978214372238291,0.021822405654548627,0.0019547427359773994,0.0038022813688214363,0.001361367417939796
2018-04-24,413.37,431.0,413.02,428.5,19921115.0,10578.1,10636.8,10569.0,10614.35,219200.0,68.95,69.38,67.54,67.7,832296.0,66.52,66.53,66.26,66.54,0.0,67.39179466542586,75.94937644695136,413.364617244673,409.1563353281572,406.7725000000001,406.02,4.20828191651583,1.9274711009243504,2.2808108155914795,387.2933636579651,406.7725000000001,426.2516363420351,9.577410637166974,1.0577120981773978,79.39151791829245,79.7992018803209,-0.4076839620284431,18.912723057495363,18.38957018058241,30.969743896186568,13.944675315577818,7.493333943170126,139006984.0,5.778962699646999,428.7,0.03637594930585797,0.045427930125890414,0.029454161060926465,0.02733157516183171,0.057789626996469945,0.01964192704983152,0.01185515350515631,0.057789626996469945,0.0028012130716978945,-0.013694638694638717,0.005135951661631388
2018-04-25,430.09,433.69,425.63,428.7,14079382.0,10612.4,10612.6,10536.45,10570.55,189200.0,67.75,68.18,67.11,68.05,764049.0,66.4,67.12,66.38,66.41,0.0,67.5068375077755,76.10789058395716,415.7239068993387,410.6040141927381,408.30550000000005,406.6924,5.119892706600581,2.2712655128072807,2.8486271937933,386.981525377894,408.30550000000005,429.6294746221061,10.445107705924142,0.978205877689834,85.2393511769954,81.1687820408604,4.070569136134992,20.52621312382578,18.98897380911583,31.153495775073527,12.8792208878426,7.533810090086545,153086366.0,4.258372042121644,430.84,0.0004667444574095736,0.036859672035989055,0.045915877817897854,0.03465752763430996,0.0425837204212165,0.01878061962877918,0.011845476748312043,0.0425837204212165,-0.004126489139702483,0.005169867060561106,-0.0019537120529006247
2018-04-26,429.8,436.43,425.06,430.84,34096999.0,10586.5,10628.4,10559.65,10617.8,335100.0,68.03,68.78,67.71,68.19,660549.0,66.91,66.94,66.66,66.91,0.0,68.77620354519424,77.92419553174145,418.0494596840558,412.1029761043872,409.9740000000001,407.3178,5.946483579668666,2.478285108700293,3.468198470968373,387.0572202133571,409.9740000000001,432.890779786643,11.1796259209818,0.9552559346091388,86.89341577700381,83.84142829076389,3.0519874862399234,22.27403929792416,20.59338117770976,30.41975969006283,11.539750831031428,7.807823655080364,187183365.0,5.021450858034313,440.1,0.0049918357825984305,0.005460910151691811,0.042035505248391614,0.03507591773976548,0.05021450858034315,0.01876856507776838,0.011783550655363536,0.05021450858034315,0.00446996608501915,0.002057310800881673,0.007528986598403842
2018-04-27,437.23,446.59,435.33,440.1,25518647.0,10651.65,10719.8,10647.55,10692.3,0.0,68.21,68.36,67.64,68.1,542549.0,66.8,67.04,66.59,66.9,0.0,73.58491577781763,84.04669689658165,421.4418505018934,414.1768297262845,412.48300000000006,408.1876000000001,7.265020775608946,3.037457843712458,4.227562931896488,387.8847090024528,412.48300000000006,437.08129099754734,11.9269356543408,1.061360136823198,84.44886581347143,85.52721092249021,-1.078345109018784,24.653670167399547,22.58994164561266,34.99816321961717,9.989839956734691,8.375121965431767,212702012.0,6.119791666666665,425.52,0.02149289759539519,0.026592022393282067,0.027071178529755047,0.07372889626232082,0.06119791666666674,0.014560224199567434,0.011062005691019361,0.06119791666666674,0.0070165194296369915,-0.0013198416190057793,-0.0001494544911073703
2018-04-30,433.78,438.46,424.06,425.52,19406069.0,10705.75,10759.0,10704.6,10739.35,173800.0,68.15,69.34,67.17,68.57,755186.0,66.61,66.61,66.2,66.61,0.0,58.34791072097907,55.68016714850934,422.0692581169867,415.01706456137447,414.037,408.61,7.052193555612234,2.2597044989725967,4.792489056639638,390.3272382084816,414.037,437.7467617915184,11.452967629230413,0.742157641670356,72.60641549510709,81.31623236186077,-8.709816866753684,24.7847522908492,23.52939579438668,30.50466077050976,17.728314753595132,8.922613253615214,193295943.0,2.802473908001538,429.67,-0.03312883435582836,-0.012347971404697788,-0.007417774667599741,0.02916848062690458,0.02802473908001546,0.02610277415500736,0.014023124761602685,0.02802473908001546,0.004400362877958974,0.006901615271659223,-0.004334828101644317
2018-05-02,427.15,432.54,426.29,429.67,13381914.0,10783.85,10784.65,10689.8,10718.05,229700.0,67.49,68.14,66.92,67.93,789367.0,66.45,67.03,66.45,66.79,0.0,60.83388464732493,60.14685423589122,423.23860302206566,416.1024671864578,415.6525,408.955,7.136135835607831,1.874917423174555,5.261218412433276,392.32735036997246,415.6525,438.9776496300276,11.22338955258422,0.8004803875288884,63.97968188653076,73.67832106503641,-9.698639178505658,24.906471405481017,24.780070786440284,28.764029098728265,16.716716349680045,8.786712306928417,206677857.0,3.013665787580914,424.77,0.009752773077646326,-0.023699159281981408,-0.0027156252901308076,0.0027304550758460167,0.030136657875809103,0.020476574723837133,0.014063867221805162,0.030136657875809103,-0.001983360259233624,-0.00933352778182861,0.002702296952409755
2018-05-03,431.97,431.97,423.73,424.77,8634812.0,10720.15,10720.6,10647.45,10679.65,185200.0,67.68,68.6,67.21,68.43,691219.0,66.8,67.04,66.33,67.08,0.0,56.54277543647721,52.81461974542032,423.47420255713246,416.7445066541276,417.1255000000001,409.1842,6.729695903004824,1.1747819924572385,5.554913910547586,395.5544946309497,417.1255000000001,438.6965053690504,10.34269320338859,0.6771938736561652,50.701968316981024,62.42935523287295,-11.727386915891929,24.59523184655221,24.689992068700704,26.82886513938349,17.682228227140303,8.747661427862102,198043045.0,2.517256359511514,421.39,-0.011404100821560847,-0.0017625493513818702,-0.03483299250170424,-0.00916724982505246,0.025172563595115216,0.02118838129741953,0.014344688501451663,0.025172563595115216,-0.003582741263569389,0.007360518180479891,0.004341967360383281
2018-05-04,425.32,426.14,419.64,421.39,8302649.0,10700.45,10700.45,10601.6,10618.25,186500.0,68.5,69.97,68.12,69.72,690876.0,66.66,66.93,66.58,66.66,0.0,53.727468812780096,48.09615023702813,423.1535560098813,417.0886172723404,418.136,409.47260000000006,6.064938737540899,0.4080198615946502,5.656918875946249,397.8552386730671,418.136,438.416761326933,9.700557391342995,0.5802238127934238,46.27342240147886,53.65169086833021,-7.378268466851352,23.662538473606613,24.28450493954381,25.378413209441387,20.12808927874754,8.587114183014808,189740396.0,1.2372669613684355,428.92,-0.00795724745156201,-0.019270603020923094,-0.00970577176160936,-0.02193389657413425,0.012372669613684328,0.020962385005235434,0.014318051234628218,0.012372669613684328,-0.005749252082231093,0.018851380973257115,-0.0062611806797853164
2018-05-07,423.55,429.91,422.45,428.92,7683268.0,10653.15,10725.65,10635.65,10715.5,168400.0,69.85,70.84,69.51,70.73,758916.0,66.81,67.47,66.75,66.81,0.0,58.66519935738116,57.87726990677181,424.0407012391303,417.9650159929078,419.461,409.9134,6.07568524622252,0.335013096221016,5.740672150001504,400.0599225475539,419.461,438.8620774524461,9.25047975971358,0.7437751208195762,45.643223258549696,47.53953799233652,-1.896314733786824,23.232965454449555,23.914098650500883,26.71640616911207,18.700921700058345,8.582320312799467,197423664.0,4.645262027910613,427.2,0.017869432117515904,0.009769993172775937,-0.0017455256359532045,-0.025403317427857286,0.04645262027910624,0.019884924534095627,0.014722644164005106,0.04645262027910624,0.00915875968262192,0.014486517498565776,0.0022502250225022724
2018-05-08,431.79,433.78,426.36,427.2,10792648.0,10757.9,10758.55,10689.4,10717.8,269800.0,70.03,70.4,67.63,69.06,1253566.0,67.13,67.33,66.96,67.12,0.0,57.16465152390394,55.10970783436348,424.526747202341,418.6490888823221,420.5895,410.247,5.877658320018952,0.1095889360139583,5.768069384004994,402.2226425774857,420.5895,438.9563574225144,8.733863980206033,0.6799572961212382,47.6850684816402,46.533904713889584,1.1511637677506172,23.251416049335383,23.456977261471,28.30267374982918,17.534854494631237,8.499297433313789,186631016.0,3.3231751560005827,431.44,-0.0040100718082626274,0.013787702603289098,0.005720742990324101,0.003948110547095318,0.033231751560005796,0.012452623524292062,0.014801181265079665,0.033231751560005796,0.00021464234053469866,-0.023610914746218015,0.0046400239485107075
